-7.507215153101097493e-02,-1.900250169427948263e-02,3.656595949600995044e-02
-4.464885931594671231e-02,-1.023988407788310323e-01,5.409941166371254884e-01
3.396518071349658996e-01,-7.917135945894536453e-02,9.411587901583365889e-01
8.374126206686569596e-01,-1.709326325608573061e-01,9.209931922256606729e-01
1.336111117579227070e+00,8.279226187964676409e-02,9.702166395007516542e-01
1.720273454249759748e+00,4.374675408959640133e-01,8.170711359443717514e-01
1.930433065905425849e+00,9.783930547946608769e-01,7.663383408775912287e-01
2.172772009923568781e+00,1.464975306089384866e+00,8.495312761737950913e-01
2.330769439901325679e+00,1.942009996207989087e+00,8.513467370492837638e-01
2.377321893802124553e+00,2.452751739507307516e+00,8.551062577637059681e-01
2.541510287196330431e+00,3.014595141629246022e+00,8.849287987858901472e-01
2.555923556913671568e+00,3.559288466144439944e+00,8.304948754274776856e-01
2.563753482437224562e+00,4.086000514348220314e+00,8.937552167615474552e-01
2.531566861485333053e+00,4.645304691536593644e+00,7.931435433858949891e-01
2.357104399197359701e+00,5.172497616991876157e+00,6.574146680121077946e-01
2.168673163922455682e+00,5.647604825612891233e+00,6.082210481822916126e-01
2.041151285780451463e+00,6.174582317277730326e+00,5.045222699091902463e-01
1.731567806906728180e+00,6.633986579635800851e+00,5.776564516042238528e-01
1.355002722134783344e+00,6.880869753285966617e+00,3.003889069020212466e-01
1.070179409460531028e+00,7.174746678503988839e+00,7.489290350368903448e-01
5.618244268562960775e-01,7.195880404471242997e+00,8.173978671324615419e-01
6.268386670196540722e-02,7.112406303304888766e+00,8.650886539085921312e-01
-2.860142538387455136e-01,6.756002357135127312e+00,7.496952237247800355e-01
-7.364468612969863326e-01,6.358220715787045840e+00,7.559928280875320983e-01
-8.823921983371976197e-01,5.820921080209054743e+00,6.133596713329397820e-01
-9.557379251663131736e-01,5.308375248222802156e+00,6.395128064337310958e-01
-1.003539602701068345e+00,4.841127279304765274e+00,8.208281805528936381e-01
-8.905408454698028331e-01,4.302589434099507670e+00,9.602869664932631721e-01
-1.089588010244008531e+00,3.803002226528211072e+00,9.274913877207637825e-01
-1.170629432947571269e+00,3.235948639945693817e+00,9.111451533068453124e-01
-1.445124682066235566e+00,2.746114709195005332e+00,8.917760303329755889e-01
-1.670092714735200712e+00,2.285782970943092796e+00,8.450343110843461236e-01
-1.828139607759106999e+00,1.807496197691615292e+00,7.782904024746515326e-01
-1.907825066628158872e+00,1.311594644139539856e+00,7.197093981859177259e-01
-1.993231076531645218e+00,7.490510296093423337e-01,7.149466381152222993e-01
-2.139863234461802932e+00,2.572587590621361886e-01,7.506962994470598449e-01
-2.211937105013574989e+00,-2.519448558679729389e-01,7.570350483388121887e-01
-2.356720272132514005e+00,-7.406054393507001121e-01,7.833411110403016853e-01
-2.453865407753096139e+00,-1.304939566116154470e+00,8.021556666100801980e-01
-2.511027463249444036e+00,-1.853304625970262798e+00,8.281073144680695108e-01
-2.535037396438535762e+00,-2.412532631024908447e+00,8.472562787059214617e-01
-2.277571520369547020e+00,-2.956722208253892870e+00,8.708298428081981957e-01
