-9.848246034956685546e-02,-4.306039273580639093e-02,3.718465667538705527e-02
6.515343256715121212e-03,1.608993393478105882e-01,5.421011068298738911e-01
1.433429478840938520e-01,3.484952908534556526e-01,9.908360435243689368e-01
6.930265177336561999e-01,4.061564838665421284e-01,9.828370099760854739e-01
1.262669507529093904e+00,5.322358272020606407e-01,9.141577757734173915e-01
1.787968942797328431e+00,6.000252761776757593e-01,8.589272390159721215e-01
2.344957911041098964e+00,6.724962689306865915e-01,8.705182113961813517e-01
2.838752431188594549e+00,7.770863193981281114e-01,8.642742916998755742e-01
3.465721740862248268e+00,7.590192416644918616e-01,8.310666311042783638e-01
4.022207199965883717e+00,7.349482304753967021e-01,8.203253657768193596e-01
4.620582409747425956e+00,7.099957512236512169e-01,8.522348098347668488e-01
5.182360665441698266e+00,6.480839473986365062e-01,8.415983369670442249e-01
5.725681090646935978e+00,6.429207185080010323e-01,8.143184429202739993e-01
6.272829214595254221e+00,6.366901318305002722e-01,8.267196038264157387e-01
6.851094284816468871e+00,6.572455512644168607e-01,8.527509736266728479e-01
7.418293150365749433e+00,7.343382068808618213e-01,8.159168176594947530e-01
7.961497877877023122e+00,7.858775626013048132e-01,7.851558159409802728e-01
8.480531712196427208e+00,8.542327037427832614e-01,7.953122751922024891e-01
9.068925161058393414e+00,9.844617612929634776e-01,7.997629247535673613e-01
9.603582201224327264e+00,1.054038450030370999e+00,7.565968954260026136e-01
1.014984252477225901e+01,1.135401287219125921e+00,7.387512382890921714e-01
1.070537940220429540e+01,1.232964677166013434e+00,7.557495253158178494e-01
1.126942225059404734e+01,1.301124622297899158e+00,7.414997130784798385e-01
1.179955615180387696e+01,1.428955203507308092e+00,7.073645434228084117e-01
1.232233954890407368e+01,1.542491695748998692e+00,7.243907272406723274e-01
1.286158468439592006e+01,1.616707986084985338e+00,7.262273349663095345e-01
1.338181665197168968e+01,1.685233038090736990e+00,6.908599119158194135e-01
1.391908487941053707e+01,1.719240099729455018e+00,6.943085718459064415e-01
1.450085095021557535e+01,1.743079828068450299e+00,7.053135737339258915e-01
1.507305919320976528e+01,1.794796071138129001e+00,6.748603802194221846e-01
1.562781897328689595e+01,1.815767297499036648e+00,6.588665495172227882e-01
1.619995479088638390e+01,1.834994693053324299e+00,7.158807071945458844e-01
1.678017550476523212e+01,1.854024064699597130e+00,7.031769358982702389e-01
1.734002793821745669e+01,1.824993589904206681e+00,6.774772213730186898e-01
1.789411210587968881e+01,1.823337219831924871e+00,6.951140110996778532e-01
1.843089520668746317e+01,1.855007057242706203e+00,6.595773706613945464e-01
1.897264385151141397e+01,1.855085378230718396e+00,6.103421513247784258e-01
1.948063298222297490e+01,1.846254762394164306e+00,6.404080815236576907e-01
2.001159039536019435e+01,1.843335324928840224e+00,6.736359837336194367e-01
2.056044732284764365e+01,1.815597374803036734e+00,6.522857752215479588e-01
2.108308724435048376e+01,1.801644937990986683e+00,6.410765863034619816e-01
2.161091783813644440e+01,1.799521172473418806e+00,6.514898414127635595e-01
2.217823898338260591e+01,1.784029229806310957e+00,6.396470100397196878e-01
2.273885946691979143e+01,1.818237716455504138e+00,6.450445548800377571e-01
2.325641663004767778e+01,1.848635418581340062e+00,6.860625023885916773e-01
2.377482141639804070e+01,1.842868823118848809e+00,6.866513787460586382e-01
2.436629829579887740e+01,1.821752877778003654e+00,6.406141429543946719e-01
2.489873380642082878e+01,1.816605368965717116e+00,6.226254618444053701e-01
2.543925258369681686e+01,1.831453001621150101e+00,6.885556301298432214e-01
2.595627651716788975e+01,1.795219210228358842e+00,6.497400423220488497e-01
2.652297922711649747e+01,1.796517688083980602e+00,6.087151575231213307e-01
2.705300648887363124e+01,1.850277911329404779e+00,6.407839134251482882e-01
2.764865815735574728e+01,1.873682362313598304e+00,6.456218571134972883e-01
2.819274975895733348e+01,1.873840121843132422e+00,6.259352454444149227e-01
2.878779139957820732e+01,1.952111445072770346e+00,6.477127015000427868e-01
2.936046534250381157e+01,2.040060987292667605e+00,6.919605260373412614e-01
2.990007160931961749e+01,2.140008115225353613e+00,6.753584202868427866e-01
3.036049705187270220e+01,2.334987123795155384e+00,6.384075004974958389e-01
3.093150393206395066e+01,2.577416319246701892e+00,5.905970232083915805e-01
